URL,Job ID,Candidate ID,Shortlisting Date,Screening Date,Review Date,Interview Date,Offer submission Date,Offer approval Date,Offer Acceptance Date,Date of Joining,Currency,Offered CTC,Date of joining in offer
a2,J0031,C0242,,,,,04/12/2015,04/12/2015,10/12/2015,07/12/2015,INR,600000,07/12/2015
a2,J0032,C0244,,,,,20/01/2016,20/01/2016,21/01/2016,04/01/2016,INR,182400,04/01/2016
a2,J0033,C0245,,,,,20/01/2016,20/01/2016,21/01/2016,11/01/2016,INR,175125,11/01/2016
a2,J0034,C0247,,,,,01/02/2016,01/02/2016,01/02/2016,14/01/2016,INR,182400,14/01/2016
a2,J0034,C0248,,,,,01/02/2016,01/02/2016,01/02/2016,18/01/2016,INR,182400,18/01/2016
a2,J0034,C0251,,,,,,,,,,,
a2,J0035,C0246,,,,,20/01/2016,20/01/2016,21/01/2016,11/01/2016,INR,182400,11/01/2016
a2,J0036,C0255,,,16/02/2016,17/02/2016,,,,,,,
a2,J0036,C0302,,,,,,,,,,,
a2,J0036,C0329,,,,,,,,,,,
a2,J0037,C0292,,,,,,,,,,,
a2,J0038,C0294,,,,,04/03/2016,04/03/2016,07/03/2016,03/03/2016,INR,252000,03/03/2016
a2,J0039,C0293,,,,,01/03/2016,01/03/2016,01/03/2016,01/03/2016,INR,192000,01/03/2016
a2,J0040,C0426,,,,,,,,,,,
a2,J0040,C0645,,,,,07/07/2016,07/07/2016,07/07/2016,27/06/2016,INR,360000,27/06/2016
a2,J0041,C0298,,,,,07/03/2016,07/03/2016,,,INR,720000,
a2,J0042,C0287,,,,,02/05/2016,02/05/2016,30/05/2016,18/04/2016,INR,360000,18/04/2016
a2,J0042,C0288,,,,,,,,,,,
a2,J0042,C0467,,,,,,,,,,,
a2,J0043,C0463,,,,,02/05/2016,02/05/2016,30/05/2016,12/04/2016,INR,182400,12/04/2016
a2,J0044,C0296,,,,,,,,,,,
a2,J0044,C0297,,,,,,,,,,,
a2,J0044,C0659,,,,,15/07/2016,15/07/2016,15/07/2016,11/07/2016,INR,480000,11/07/2016
a2,J0045,C0295,,,,,,,,,INR,,11/04/2016
a2,J0045,C0477,,,,,30/05/2016,30/05/2016,30/05/2016,16/05/2016,INR,720000,16/05/2016
a2,J0046,C0495,,,,,30/05/2016,30/05/2016,30/05/2016,30/05/2016,INR,182400,30/05/2016
a2,J0047,C0299,,,,,07/03/2016,07/03/2016,08/03/2016,03/03/2016,INR,192000,03/03/2016
a2,J0048,C0300,,,,,,,,,INR,,11/04/2016
a2,J0049,C0304,,,,,,,,,,,
a2,J0049,C0305,,,,,,,,,,,
a2,J0049,C0314,,,,,,,,,,,
a2,J0049,C0316,,,,,,,,,,,
a2,J0049,C0325,,,,,,,,,,,
a2,J0049,C0327,,,,,,,,,,,
a2,J0049,C0331,,,,,,,,,,,
a2,J0049,C0334,,,,,,,,,,,
a2,J0049,C0339,,,,,,,,,,,
a2,J0049,C0341,,,,,,,,,,,
a2,J0049,C0356,,,,,,,,,,,
a2,J0049,C0457,,,,,,,,,,,
a2,J0049,C0458,,,,,,,,,,,
a2,J0049,C0459,,,,,,,,,,,
a2,J0049,C0468,,,,,,,,,,,
a2,J0049,C0480,,,,,19/05/2016,19/05/2016,19/05/2016,11/04/2016,INR,720000,11/04/2016
a2,J0050,C0462,,,,,08/04/2016,08/04/2016,14/04/2016,29/03/2016,INR,198000,29/03/2016
a2,J0052,C0457,,,,,19/05/2016,19/05/2016,19/05/2016,09/05/2016,INR,720000,09/05/2016
a2,J0052,C0460,,,,,,,,,,,
a2,J0052,C0461,,,,,,,,,,,
a2,J0052,C0478,,,,,19/05/2016,19/05/2016,19/05/2016,23/05/2016,INR,960000,23/05/2016
a2,J0055,C0494,,,,,30/05/2016,30/05/2016,30/05/2016,23/05/2016,INR,720000,23/05/2016
a2,J0056,C0650,,,,,,,,,,,
a2,J0056,C0655,,,14/07/2016,14/07/2016,14/07/2016,14/07/2016,14/07/2016,18/07/2016,INR,720000,18/07/2016
a2,J0057,C0656,,,,,14/07/2016,14/07/2016,14/07/2016,,INR,840000,08/08/2016
a2,J0059,C0651,,,,,,,,,,,
a2,J0061,C0646,,,,,07/07/2016,07/07/2016,07/07/2016,13/07/2016,INR,340200,13/07/2016
a2,J0063,C0647,,,,,14/07/2016,14/07/2016,15/07/2016,07/07/2016,INR,222000,07/07/2016
a2,J0066,C0652,,,,,,,,,,,
a2,J0068,C0657,,,,,15/07/2016,15/07/2016,15/07/2016,01/07/2016,INR,360000,01/07/2016
a2,J0068,C0658,,,,,15/07/2016,15/07/2016,15/07/2016,15/07/2016,INR,360000,15/07/2016
mktt,J0001,C0001,,,,,06/03/2013,06/03/2013,,,KES,230000,
mktt,J0001,C0002,,,,,06/03/2013,06/03/2013,,,KES,240000,
shg,J0001,C0002,02/06/2016,02/06/2016,02/06/2016,02/06/2016,02/06/2016,02/06/2016,,,INR,480000,
shg,J0002,C0001,,,,,,,,,,,
sip,J0003,C0002,,,,,,,,,,,
sip,J0003,C0003,,,,,,,,,,,
sip,J0003,C0004,,,,,,,,,,,
sip,J0004,C0005,,,,,,,,,,,
sip,J0004,C0006,,,,,,,,,,,
tls,J0001,C0001,,,04/05/2015,,,,,,,,
tls,J0001,C0003,,,,,,,,,,,
tls,J0001,C0004,,,,,,,,,,,
tls,J0002,C0002,,,,,,,,,,,
tls,J0002,C0006,20/05/2015,20/05/2015,,21/05/2015,,,,,INR,450000,
tls,J0003,C0007,,,,,17/05/2015,17/05/2015,,,INR,200000,
tls,J0004,C0008,,,,26/05/2015,,,,,,,
tls,J0005,C0009,26/05/2015,26/05/2015,,,,,,,INR,220000,
twmi,J0001,C0005,,,,03/08/2016,,,,,INR,350000,
twmi,J0002,C0001,,,,,,,,,INR,,
twmi,J0004,C0001,,,,,,,,,,,
twmi,J0004,C0002,,,,,,,,,,,
twmi,J0005,C0001,,,,07/06/2016,,,,,,,
twmi,J0008,C0001,,,,,,,,,,,
twmi,J0008,C0002,,,,19/07/2016,,,,,,,
twmi,J0008,C0005,,,,,,,,,,,
a3,J0001,C0001,,,,,,,,,,,
a3,J0001,C0002,,,,,,,,,,,
a3,J0001,C0003,,,,,,,,,,,
a3,J0001,C0006,,,,,,,,,,,
a3,J0001,C0009,,,,,,,,,,,
a3,J0001,C0010,,,,,,,,,,,
a3,J0001,C0013,,,,,,,,,,,
a3,J0001,C0025,,,,,,,,,,,
a3,J0003,C0014,,,,,,,,,INR,455000,
a3,J0007,C0021,,,,,,,,,,,
a3,J0007,C0022,,,,,,,,,,,
a3,J0007,C0023,,,,,,,,,,,
a3,J0007,C0024,,,,,,,,,INR,1100000,
a3,J0010,C0007,,,,,26/03/2013,26/03/2013,,,INR,250000,
a3,J0011,C0011,,,,,,,,,,,
a3,J0011,C0015,,,,,,,,,,,
a3,J0014,C0016,,,,,,,,,,,
a3,J0014,C0031,,,,,,,,,,,
a3,J0015,C0001,,,,,,,,,,,
a3,J0015,C0004,,,,,15/03/2013,15/03/2013,,,INR,780000,
a3,J0015,C0005,,,,,,,,,,,
a3,J0016,C0026,,,,,,,,,,,
a3,J0016,C0028,,,,,,,,,INR,400000,
a3,J0016,C0029,,,,,,,,,,,
a3,J0020,C0018,,,,,,,,,,,
a3,J0020,C0019,,,,,,,,,,,
a3,J0020,C0020,,,,,,,,,,,
a3,J0022,C0032,,,,,,,,,,,
a3,J0022,C0044,,,,,,,,,,,
a3,J0022,C0045,,,,,,,,,,,
a3,J0022,C0046,,,,,,,,,,,
a3,J0022,C0047,,,,,,,,,,,
a3,J0023,C0036,,,,,,,,,,,
a3,J0023,C0037,,,,,,,,,,,
a3,J0023,C0038,,,,,,,,,,,
a3,J0023,C0042,,,,,,,,,,,
a3,J0023,C0043,,,,,,,,,,,
a3,J0023,C0048,,,,,,,,,,,
a3,J0023,C0049,,,,,,,,,,,
a3,J0023,C0050,,,,,,,,,,,
a3,J0023,C0053,,,,,,,,,,,
a3,J0024,C0033,,,,,,,,,,,
a3,J0024,C0034,,,,,,,,,,,
a3,J0024,C0035,,,,,,,,,,,
a3,J0025,C0039,,,,,,,,,,,
a3,J0025,C0040,,,,,,,,,,,
a3,J0025,C0041,,,,,,,,,,,
a4,J0002,C0003,,,,,,,,,,,
a4,J0002,C0004,,,,,,,,,,,
a4,J0002,C0017,,,,02/08/2016,,,,,,,
a4,J0002,C0019,,,,,,,,,,,
a4,J0002,C0028,,,,,,,,,,,
a4,J0002,C0029,,,,,,,,,,,
a4,J0002,C0040,,,,,,,,,,,
a4,J0002,C0041,,,,,,,,,,,
a4,J0002,C0042,,,,,,,,,,,
a4,J0002,C0046,,,,,,,,,,,
a4,J0002,C0051,,,,,,,,,,,
a4,J0003,C0005,,,,,,,,,,,
a4,J0003,C0020,,,,,,,,,,,
a4,J0008,C0016,,,,,,,,,,,
a4,J0008,C0026,,,,27/07/2016,,,,,,,
a4,J0008,C0027,,,,28/07/2016,,,,,,,
a4,J0008,C0035,,,,,,,,,,,
a4,J0008,C0047,,,,,,,,,,,
a4,J0009,C0015,,,,,,,,,,,
a4,J0009,C0025,,,,27/07/2016,,,,,,,
a4,J0009,C0034,,,,,,,,,,,
a4,J0009,C0043,,,,,,,,,,,
a4,J0010,C0026,,,,03/08/2016,,,,,,,
a4,J0012,C0012,,,,,,,,,,,
a4,J0012,C0014,,,,01/08/2016,,,,,,,
a4,J0012,C0031,,,,29/07/2016,,,,,,,
a4,J0012,C0032,,,,29/07/2016,,,,,,,
a4,J0012,C0037,,,,,,,,,,,
a4,J0012,C0038,,,,,,,,,,,
a4,J0012,C0039,,,,,,,,,,,
a4,J0012,C0044,,,,,,,,,,,
a4,J0012,C0049,,,,,,,,,,,
a4,J0012,C0050,,,,,,,,,,,
a4,J0013,C0009,,,,,,,,,,,
a4,J0013,C0010,,,,,,,,,,,
a4,J0013,C0013,,,,03/08/2016,,,,,,,
a4,J0013,C0030,,,,01/08/2016,,,,,,,
a4,J0014,C0006,,,,,,,,,,,
a4,J0014,C0018,,,,28/07/2016,,,,,,,
a4,J0016,C0033,,,,26/07/2016,,,,,INR,400000,
a4,J0017,C0021,,,,28/07/2016,,,,,,,
a4,J0017,C0022,,,,27/07/2016,,,,,,,
a4,J0017,C0023,,,,26/07/2016,,,,,,,
a4,J0017,C0024,,,,28/07/2016,,,,,,,
a4,J0017,C0045,,,,03/08/2016,,,,,INR,1000000,
a4,J0017,C0048,,,,03/08/2016,,,,,,,
a4,J0018,C0036,,,,28/07/2016,,,,,,,
